text,label
دايئتو,0
هي الملكه على الكل,0
مغرورة أنا بكرها كتير,1
متخلفين  يموتون على الكرسي,1
تقارن نفسها بالهرم,0
نعما يضربك احكي مثل الخلق انتي من الخليج ليش قلبا لسانك.شوي   سوري لبناني,0
يغيرون منك يا ملكة ✋✌✌✌👊,0
هههه  ما تنافس نانسي هههههههه,0
احلام ممكن تسلفيني طيارتك اسبوع بروح الصين اجيب نعول حمام بالنسبه ل راغب كل يوم بحال يا حماره ..هذا من الكوكايين فهمتي,1
أحلام  انتي  كيف  ما كنتي  بتضلك  ملكة  👑 مين  راغب  هاد  ههههههههههه جد  انو مريض  نفسي  انتا يا راغب,1
ملكه ههههههههههه ملكت شنو بروح جدج شكلج ما الى غراض او قطع غيار ع کولت اخوانه المصريين,0
لعنحي الله,1
تحيه  للملكة,0
غرورها وتكبرها دلاله علي ضعف شخصيتها....والباقي عندكو.. ازا راغب مش طايقك... احنا بدنا نطيقك... 👊👊👊,0
هههههه هو  نتي. شنهو  والله الشركين أحسن  ألن ان راح اشارك بس اشوفج والله  الرزلج رزال,0
هههههههههههههه. والله هذه ملكة مسكينه هههههههههههههه,0
يا اخي احلام ما تنجرع يعني انا كان عندي قبض شديد وكالولي تريد تصير اسهال شوف صورة احلام اقوى علاج هي احلام,1
ولله مريضة ولله مو عادية هههههههههه,1
"يجب على المقربين منها ان ينصحوها ان تنقص من الغرور 
نحن جمهور لا يهمنا ملابسك ولا مجوهراتك .",0
مليكه وبكل فخر عزيزة النفس وكريمة اخلاق الله يحفظك ويسعدك بحيااتك ياعمري وروحي احلام داام الله حلااك وجوودك ♡,0
حقودين وغيرانين من أهل الخليج الغيرة وماتسوي ياحقودين الله يكفيناشركم ويردكيدكم في نحوركم وعاشووواأهل الخليج العربي وموتواقهر. .ياراعيين الكلام الوصخ,0
انا كثير حبيت البرنامج بعد اقصاء راغب,0
معها حق احلام راغب انسان مريض نفسيا,1
ارحمينا وارحمي عيالنا واطفالنا ،،، كرهتينا في البرنامج ولما نشوفك على طول بنغير القناة،،، داهيه تاخدك,1
عندها حق بجد راغب شكله مفروس منها جدا والله ماقادرة اكرهها بس هي مغرورة شوية راغب سخيف جدا وتافه ونجوميته تراجعت من سنين,1
ووووع الغيرة و ماتسوي,0
قاعد تداافع عن ربكم وجاين تسبونها وبعدين ماالكم دخل هي الي بدخل النار والله انتم يااخي اااف نااس فاااضيه  ليه داخلين جاين تطقطقون مع نفسكم امممراض قسسم مريضين انا دخلت لاني احب احلام وبعدين التعليقات الي عن ريحتها اول شكلها واسمه مااالكم دخخل ياخي لالاتدخخلون في شي مايخخصكم وبعدين الله خالقها كيذا لاتعترضوون عليها تعترضون ع خلق ربي انتم مريضين والله للحين ماتربيتوتو انتمم اساسا من معطيك الجوال بالله مبزره اخر زمن ياكل تبن رااغب طول اليوم يستفزها خاتم احلام يشتري نانسي وراغب وابووهم بعد والله العظيم ناس فااضيه🔪🔪🔪🔪🔪🔪,0
فعلا أحلام وحسن الشافعي أساس البرنامج انا راغب ونانسي مجرد ديزاين,0
انا من الجزائر و احيي راغب علامة المهدب  يا جدة احلام  ارتقي شويا  سنك  غير مناسب,0
اكسوز مي ههههههههههه انجليزي اخر زمن,0
اصلان مو عجبك من البدي ليه خلاص ارتحتي منه طالع من ارب ايدل,0
أحلام والله مسخره ههههههه,1
بكرهج واذا كول لخليجين. مثلك كمان بكرهون,1
عشو يختي شايفة حالك كلنا ولاد تسسسعة,0
هاذا راغب مكيود من احلام ملكه وبعدين احلام ممكن تشتري راغب جعان وكل عيلتو وتشغلهم خدمين عندها في القصر انا معاكي       راجل الي بحط عقلو في امره بيكون مش راجل انتا ياراغب تافه وحرام تخش برامج,1
واحلام مهما كان غلطها يكفي انها خليجيه وبنت الخليج والبنانين فيهم غيره وشوفه حال اهل الشورما,0
والله مانفخ البنانين غير الخليجين المتخلفين ولاراغب وطقته حدهم حقين مطاعم شورما عندنا,1
الغير من تغزل رغب في نانسي,0
انتي ما خليتيه يحمل كلامه أو تعليقه زين اسكتي احسن لش,0
صحيح راغب علامه كان سلوبه مو حلو مع احلام ما كان اسلوب فنان,0
اشو تحجي لبناني احلام هههههه,0
واحد اضرب من الثاني ههههههه,0
عندة مشاكل معك لأن انتي متطفلة يعني تحشرين نفسك بكل شيء,1
كفووو الملكة احلام 😘😘,0
"هي  احلام  عود ليش تتكلم لبناني هي اصلآ شنو علاقته  في  لبناني 
(احلام طيييط )",0
احلام لو تبعين فجل احسلج,1
"مختلة عقليا .. 
عندها جنون العظمة .. شو يعني ملكة ههه قال ملكة قال ههه",1
راغب مغرور,1
"ماشاء الله عليج اني جدا احترمج 
انتي قوووووووية بالف رجال",0
"حبيتك احلام.ثقه بنفسك..♡♡♡♡
راغب علامه..واحد مش رجال",0
مشكلة أحلام يخونها التعبير لكن صدقوني هادي هبلة وكل الي  في قلبها على لسانها أفضل من الناس إلي من تحت لي تحت,0
احلام اذا ملكت احد تتعارك وياه تتعارك مع نفسهه فعلا محتاجه تتعالج وترحم الناس,1
قويه هيا شخصيه حلوة واثقه من نفسها,0
هلا ست كنتاكي,0
قريت اولاين انه احلام عندها مشاكل نفسيه تزور دكتور نفسي كل شهر,0
الله يادنيا احلام تتكلم انجليزي ههههه,0
شكله مكره,0
"احلام يا روحي كل شخص في الدنيا ما يلبس الا الثوب الي يناسبه 
يعني يا حياتي تكلمي بلهجتك وخلي عنك هالتميلح",0
انجبي انتي شروكية تحجين جا وجي كمتي تحجين البناني ههههههه,0
"خرببببب منو كال هاي فنانة 
خررررررب هاي بعيرة",1
لا انا انا انا .............لا ..........لا........,0
احلام ختمت اللهجات,0
الغيررره موتت احلام,0
"و الله انتي و راغب زي الخرا
محدش داري عنكم و لا ليكم اغاني ناجحة منذ زمن",1
تضل بنت ام بي سي لانه شيخ وليد اماراتي وهذول شعوب تحب التكبر وتبين حالها مميزه غير عن العالم بس سبحان من جعلهم يركبون سيارات من بعد البقر الضاحك .,1
هههههه دا انجليزي يامرسي,0
اني احبهم من يتعاركون بالبرنامج احلام وراغب ههههههه يضحكون 😂😂😂,0
الصراحه الي ما عندها ثقه في نفسها احلام,0
احلام مو بنت ال mbc  هي بابا نويل ال mbc,0
لا حق لاحلام تحكي هل الشي عن راغب لانو كل رجال اذا شاف بنت حلوة بدو يوصف جمالا,0
"الله يرحم الشيخ خالد بن محفوظ 
كان يجينا راغب علامه وماحد يعطيه وجه",0
كلام دا صاح ي احلام,0
راغب تاج.راسك,0
احلام مريضه,1
أحلام تقول الصحيح,0
"8:20 
وده يضربها نيشان",0
راغب عايز يعمل معلم معرفش وهو اللى جاب نانسي علشان بطحفشوا أحلام والشافعى والبرنامج اصلا سياسي,0
راغب نجم وسبر ستار  رغم عليك يا المجنونة انتي مو طبيعية يا احلام,1
الملك لله,0
اعود بالله من هاد المجنونة ...عفوا ملكة المجانين,1
أرغب في زوجه مدرسه اودكتوره اوممرضه أو غنيه جاده مسيار او شرعي في انح المملكة العربية السعودية توصل معي على الوتس 0558806589 العمر غير مهم عندي حت لو أكبر مني عدي,0
والله احلام زينة,0
فلوووووس,0
يارجال هذي تشتري الام بي سي كلها,0
"أحلام أغبى فنانة  فى التعامل 
مع البشر",0
دا نكليزي يا مرسي,0
الي بقول عن احلا بقره هو البقره هو الحمار ما بيسوى خرى سموم الملكه أم فهد👑👑👑👑👑👑👕 الملكه احلام,1
أحلام هي سموم الملكه هي ملكه على كل الكون والي مش عاجبه  والله الي بيحكي على الملكه أحلام ما بيسوى كعب رجلها لأنها ملكه الكون مفهوم يا الشعب  اتعبان,0
مشاكل مختلقه لزيادة المتابعين,0
amoor 😂 جبتها,0
لا حول ولا قوة الا بالله روحي استري نفسك انت امراة وراغب علامة رجل ورجل ورجل وخير منك يا مترجلة,1
والله احلام قوية وخطيرة والله إلي لقبها بملكة كان على حق هذي احلام ملكة على حق,0
مضغوطة 😂,0
يااااريت ماتحكي لبناني,0
كلامها صحيح  هو كان بيسخر من احلام و يضحك عليها,0
هو انتي حتى متعرفي تحجي معيديه دولي مني,0
انا احب راغب علامه لانه وقف بشجاعه مع القائد الرئيس بشار الاسد انسان شجاع,0
ليش تخلط ويه حجيها لبناني ابد ملايكلها 😏🤔,0
بصراحة شئ محزن ان يكون هذا مستوى الإعلام ... كان هناك استفزاز غريب من راغب علامة ضد احلام وهي ماشاء الله عليها لم تقصر في الشولحة  ... الأخلاق الحسنة  تحبب الإعلامي عند جمهوره لكن في هذا العصر اصبحت الفضايح والمشاكل تزيد عدد المعجبين وتساهم في تشهيره ...,0
يخزي العين البكستانية هيدي بتحكي عربي تمام,0
ليش هذا الحقد للفنانة أحلام ماتستحق والله هي فنانه محبوبه وشكلها حلو,0
اكدولي على اكسوز مي 5:31  HAHAHA,0
فلوسها تحكي مش هي مع الأسف,0
احبك يا أحلام,0
أحلام انت  جميلة وانا واللة أحبك كثرا,0
يارباااه ليش الكل متمشكلة معاه,0
بكره راغب وأحلام ينفلقوا ببعض يضرب منو إلها -_-,0
انا وكل الجزائر نحبوك ونختاروك تكون بلارب آيدل وانا بالذات لاحظت انه في فرق بين١ /٢ لما شاف نانسي تغير كثير كثير. نموت في جرأتك.,0
أكيد مافيش منافسة مابين أحلام ونانسي واحدة صخمة ومزعجة وكبيرة ومخيفة والتانية عاقلة وهادية وجميلة ورقيقة وبسكوتة,1
احلام هوة انتي اطولين توكفين بصف راغب علامة وهوة انتي منو حتى تحجين على بطل النجومية راغب علامة,0
عود تحجي لبناني او هيه رب المعيد هههههه,0
اني بت البصرة او تاج ع راس او انتم تاج عله راسي فديتكم,0
احلام ههههههههه,0
لو سمحتي انجبي انتي وستايلج,0
ملكة ؟؟,0
راغب علامة احسن صوت وحضور افضل منك ياماحد البڨرة نت ماكيش ملكة وانما نملة تافهة ومغرورة,1
شكد فاشلة تحاول تقلل قيمة غيرها وهي وﻻ شي,1
أحلام انتي غيري من راعب علمي,0
انتي حتى الله  متعاركه  ويا,0
"الله يحرقكم
كلكم
اجمعين...
وقنواتكم..ومن يمولكم..
انتم دعاه لجهنم
ان شاالله انكم حطبها",0
كلي خراج والله راغب علامة احسن منج ومن ويهج وصوتج زفت صوت راغب 👌,1
كلامك موزون يااحلام صدق اللي قال انك ملكة الفن وفنانة الخليج الاولى الله يوفقك,0
"إنتي شنو وتحطين راسج وي نانسي  انتي كلج ع بعضج (عبود ابو المولد ) خووش. وجه الجوب 
👆🏻👌👌🏻",1
شكد مغروره  ولا تنحب تموت على المشاكل,0
هذي احلام متى طلع له صووت الله يررحم نسيناا يووم كنتي طقاقه الله يادنيه وبعدين لما تقولي احلام طيب واذا احلام شي فخم مثلاً وبعدين من انتي عشاان تحطين راسج براس نوال مثل ماأنتي احلام هي بعد نوااال زين 😉,1
"تقول احنا نتفق خلف الكواليس مين نعطي كرت الانقاذ هههه فيه صراحه اكثر من كذا يعني عيال الكلب يلعبون بأعصاب المشاهدين وهم متفقين خلف الكواليس 
و في السؤال الاخير فضحت نانسي عجرم ههههه كل العالم عرفت ان نانسي عجرم تضع اربيس يلقنها الكلام",1
بس اريد اعرف باي لغة تحجين لبناني لو مصري ولو خليجي,0
بصراحة انتى شخصية خنيقة,1
كلش اكره احلام اموت منهة,0
نيشان يبي يسبب مشكلة !!,0
احلام قوية و عفوية,0
"فعلا بحاجة دكتور نفسي احلام
والله يعين زوجك مبتلي فيكي",1
يابة دروحي عود اتعلمنة انكليزي عود شوفوني اعرف اقرة نكليزي,0
احلام من طريقت كلامها انهاكاذبه,1
كلمة عاهره تعتبر من قذف المحصنات,0
اخ علي لاتقذف الناس,0
"ههههههههه دبر انتي خليجيه ليش تحجين لبناني ههههههه حتى متعرفين تحجين 
وبعدين راغب مواثق من نفسه ! هههههه بربج",0
صراحه انا ما احب احلام بس صراحه راغب اشبه بالنساء تصرفاته مع احلام كأنه بنت مو رجال يعني صراحه انسان كنت احبه بعد ما صغر عقله خلاص,0
فعلا كان قليل زوء كتير,1
انتي جزمة راغب علامة يا ام ركب علي راي الفنانة الكبيرة شمس الكويتية,1
hhhhh 😈😈😈😈😈,0
انت الله ما بطيقك لحتا هوي يطيقك,1
ماهي اللهجة العربية التي تتكلم بها احلام  فمرة تتكلم باللهجة المصرية ومرة بالعراقية ومرة بالبنانية بالاضافة الى الخليجية,0
احلام انتي الملكه وفنانة العرب رغم انوف الشحاتين من الزعتر للتبوله  للفوله,1
كان ههههههه الحين وين كان رايس  حذفته برا الملكه,0
نانسي شنو عشان تنافس احلام يا طبطب والا بشنو  والشايب راغب  على شنو  ما  يسون ساعتج يا احلام,0
"فديتك يااحلام كلها غيره منهم 
انتي طيوبه مو متصنعه ماعليكي منهم 
الله يسعدك 
محبتك نوفه",0
"ياخي المذيع خنننيييييث 
يدور الفتنه ابن اللذينه قسسم غبني 

بس م ضحكني الا احلام بداية المقطع تقول راغب زعلني كثييييييير 
وبنص المقطع يسئلها المذيع انتي زعلانه منو ؟ تقلو الا ابدا مني زعلانه منو ليش ازعل 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1
ياخي قسسم فللله احلام 😂😂😂😂😂😂😂,0
حتى وجها عريب سبحان الله مخيف شيطان رقم 2,1
الاغاني ذكر ف قران وحرام يضلك عن سبيل لله ويشتروا لهو الحديث هو الغناء يا احلام تشتري الغناء بفلوس وشهره ولقبر ينتضرك بنتي الله يستر ع بناتنا,0
راغب علامة سوبر ستار وإنسان متواضع,0
ليش تتكلم لبناني هههه,0
اهنيها والله شاتته شوت ههههههههه,0
ونعال حتئ نعال,1
هذه امرأة معقد لازم تروح على طبيب بسرعة احسن تطور الحالة وتسير ما فيها رجا...؟,1
خرب اشكد متكبرة,1
احلام زق,1
انا حقول الحق :قبل كانت احلام والله عادي بس من انشهرت اكثر وتزوجت وصار عندها فلوس كثير اتغرت وصارت تتعارك مع كثير فنانين وتطيح كلام بس انا اقول مليح العقل لازم يكون الانسان رزين وما يهاجم الناس اضحك في وجه المؤمن صدقة ولازم الواحد يحط من نفسو شوي الانثى انثى والرجل يبقى رجل,0
راغب انسان جميل انا احبه كالفنان,0
هههههههه هاي تحجي إنكليزي,0
اعوذ بالله من الخبث والخبائث,0
مدري متهاوشين على الجنه,0
تتكلم لبناني ياحركات,0
شجابج يااحلام علا اهل لبنان تاج راسج كلهم,0
كلشي خليتوا بي سنة وشيعة...اريد افتهم شوكت تبطلون حقد وطائفية الي راح تحرق العرب,0
احلام على زق,1
احبك حبيبتي احلام تحية من المغرب,0
أسال الله الهدايه للجميع احلام ونانسي وجميع المغنيات والمغنين,0
احلام حبوبه وخبله,0
امشي لج الورده بيضاء,0
ترا هي منقهره بتموت من راغب علامه,0
يعني أني تتكلم لبناني وع اكرهها. 😒😔😐😟😕😕😤😡 تفشل,0
اتمنى اعرف على شنو جايبيها😏,0
شي مايشبه شي خخخ,0
ههههههههه عندها جميع لغات العالم مخربطة مش عارفة تهرج,0
استغفر الله إجلسي ببيتك ...واتكلمي لهجتك  أفضل والله انك ماعندك سالفة...راغب أفضل مليون مرررة يالتقاقة,0
استغفر الله إجلسي ببيتك ...واتكلمي لهجتك  أفضل والله انك ماعندك سالفة,0
طذي,0
اسمها اذني مو وذني مرةخليجي مرة مصري مرة لبناني مرة اجنبي وعلى فكرة مو نانسي تنافسج انتي تنافسيها لان هي احلى منج بكثير اشياء منها جسمها والعاقل يفهم اوكي يا جدتي,0
هههه راغب علامة ماعنده ثقه بنفسه ههه أحلام عباره عن قندره,1
والله ياالله لج استحي ع نفسج,1
والله قبل كنت نوعا ما اشفق عليج واقول عنج طيبة لكن من حكيت اليوم عن راغب الي هو تاج راسج كرهتج يارب تموتين وتخلصين الناس منج.. ياحقيرة تستاهلين الكره والغلط,1
ياجماعه هاي تصرفاته إلامراة,0
دطيري روحي احجي بلغتج بالاول وبعدين تعاي احجي على النجوم الكبار,0
ان جت للجد ان خيروني بينهم اخترت احلام .,0
اعوذ بلله من الخبث والخبايث وجهه مرعب,1
احلام،احترمي جمهورك المعجب بصوتك وباغانيك وامتنعي عن الحديث امام الاعلام،انت تسيئيين الى نفسك قبل ان تسيئي لمن تنتقديهم.,0
احلام بلوعت الخليج هاي حرامت واحد يكعد واياها,1
راغب متعصب جدا,0
حمدلله و الشكر,0
لازم اللبنانيين يقولون للهبله ذي لا تتكلمين بلهجتنا 😂😂,1
يا ماما احلام مشوار راغب معجبينه واللي يحبونه عارفين كيف ابتداء مشواره الفني يعني بصريح العباره ايش جاب مستوى راغب لامستوى وحده بدايتها طقاقه في الحفلات وتاخذ كم فلس ولها صوت وشهره الحين يوم اشتهرت وصار معها فلوس كبر راسها وتفشخرت ارجعي لاتاريخك اذا الفلوس نستك وتتذكريه ي الطقاقههههه,1
يعني هية كلش تريد تحجي لبناني سدءني شنو هاي يعني كلش همجية صح رفعوج يا احلام وصرتي ملكة بس ملكة على نفسج ومو على ناس ومو على راغب. وتحياتي الكم نورتو وتحياتي الكم,1
مفروض الشغل مايرتطبط بالأمور الشخصيه,0
عشان ما قلبك,0
راغب عﻻمه ماله ااا لا اغنيتين وش جابه لمستوى عمته احﻻم,0
احﻻم شكد اكرهه,1
بحبك يا احلام,0
بغيضه شلون صابرة على نفسها و اللي يكرهونها تقول إني قاعده على قلبهم ليش يا ماما,1
حلام أنتى  مريضه الله يشافك بس,1
انانيه متعجرفه لا اطيقها لتكبرها,1
لاحظوا التعليقات كل اللي متعاطفين مع راغب علامة  شيعة روافض مثله بالضبط !!!!,0
ههههههههه لج وجه صالنصه راغب ما عنده ثقه بنفسه لعد انتي العندج ثقه ام خشم,0
كفو خليجية طردت لبناني مين الجي نانسي الله يعينها😂😂😂,0
علی الأقل احلام محترمة مو راغب يمشي وراء الحريم خروف🐑,1
علی الأقل تتعلم اللهجة مو زيكم يلا قولو لهجت الكويت ماتعرفو,0
كفو احلام هجدت راغب والله شنبة,0
عيونها مختفية 😑,0
"احلام تكول كتير اديئت من راغب علامه 
اكول احلام راغب يسوى راسج 
ثاني شي احجي عدل",0
احلام ملكه الجمال عصب عن الانذال,1
اشبها ذي تتكلم كذا !!,0
مشكلة احلام انها انسانة طيبة اكثر من اللزوم على حساب احترامها لنفسها,0
فكينا و طلعي لوع الله جبدك و جبد الي يحبك,1
كتير لو كثير خربتو اللهجه,0
احلام فنانه كبيره وهذا اللي وصلها لهذي النجوميه امما راغب علامه فانسان غير محترم ويستاهل الطرده اللي عطته احلام,0
عود مسوية نفسه  امراءة لو بج خير احجي عدل هﻻهﻻ وتريد تتنعوص متكدر خطية  ولج انتي حرام بيج لقب  زبالة ﻻن الزبالة اصلهة نضيف انتي اصلج وسخ بعد شيلقبوج,1
نجبي.حيونه,1
"حبيبتي أحلام ما يسوى راغب علامه نعاليس والله أحبها مدري ليه ناس غيرانين منيس
فديتك يا #الملكه",0
دايءتو خخخخخخ علينة,0
ختروح ام صنان ام خيسه,1
احلام ، بضلا هيجانة,0
ملكة غصبا عن الي يرضا والي ما يرضا,0
بعد رحيل راغب وقدوم كفوري انتهت المشاكل واحلو البرنامج..راغب مفلس فنيا وصار يسرق اغاني والخان ..احلام ذكية جدا بتنظيف البرنامج من راغب واشكاله..لاحظوا انتهت المهاترات في النسخ الاخيرة للبرنامج ...اصلا احلام هي ملح البرنامج وهي الحضن الدافي للمشتركين المغتربين عن أهلهم واوطانهم.,0
شوفو انا احس ان احلام وراغب علامه ما يشتركون بنفس البرنامج لانو بتصير كااااااارثه كل واحد فيهم مسوي حرب على الثاني,0
ي شين كلامها,0
هههههه احلام تمسخرت,1
الوسط الفني وسط وسخ,1
يا عمي فهموني اصل احلام خليجية يعني كلامها خليجي من وينتا الخليجية بحكو لبناني وال والنة هههههههههههههههههههههههه,0
زق نانسي احلا من احلام,0
ليش هذا العراك خليكم اصدقاء احلام ناقصي اشويه انتي فنانه كبير ومحترامه,0
والله مافتهمت هي لبنانيه مصريه خرب خلقتج هم حاسبه روحج مره وجهج جنه بسطال جندي عراقي ترحين فدوه للبصطال خرب بستايلج يانعجه امده الفلوس صارت بيدج,1
احلام انتي حاسة نفسك محسوبة علی النساء ..هههههههه😂😂😂😂😂,0
"لو  مهما  كانت  قويه  أو  تتظاهر  بالقوة  هو  لو  كان  عنده  ثقه  بنفسه  كان  احترم  هي  أنثى  وهو  المفروض  رجل  
لكن  اؤؤيد  كلامها  فعلا  هو  شخصيه  مهزوزه  ويحس  انها  منافسه  اله",0
ماعرفناج خليجيه لو لبنانيه,0
تحسس,0
New ياnoاتكلم انجليزي زين ولالتتكلمين,0
والله حاله استغفرالله بطلوتحجون ع عالم كل واحدحربتصرفاته كل واحدحربنفسه ماكوداعي للحجي زايدبطلو,0
أحلام تحجيم صدق,0
القناة كلها ضحكه وسرقة وتصويت واكل أموال الناس بالباطل,0
الله يهدي الجميع احبها احلام,0
انت ملكة رغماً عنهم 😊,0
والله يااحلام سوكي مسخرة الفن كل يوم تطلع لك مقابله يستفزوك فيه وطلعي اهبالك وكلامك البذيئ .لهيك ارجعي عيدي ترتيبك عسى الله يرجعك متل قبل . احسن ماظلي مسخره لجمهور وللفانين,1
احلام هي اللي كانت تتشاقه علی راغب وراغب لمن جان يحكي هي تللي كانت تقطع كلامه بس علشان تحكي لانها ملكه هههههه يا ملكه يا بقرتنا ها يا ملكه بس روحي شوفي صورتك قبل متكونين فنانه والله البقرة تضحك عليج,1
والله ما اعرف شنو سالفتكم انتم بكلشي ادخلون السنه والشيعه لو مشكله عند اليابان تصير تكولون سنه وشيعه اوﻻ وثانيا احلام مصدكه روحه الملكه مع انه نست اصله هيه شنو هاذي كانت طكاكه ليش الواحد يتنكر لئصله يعني وراغب احسن منه بهواي فنان عندو اخلاق متواظع,0
والله يا نيشان فيك انوثة اكتر منها ههههههههههههههههههههه,1
"هااااااي ما خلت حد ما اضاربت معاه و تقول هم غلطانين !؟
ي عمي هااااي شو؟!",0
"اجمل صوت فنان (ايهــاب توفيــق)
---------------------
افضل فنان عربي (ايهــاب توفيــق + راغــب علامــة) بــلا منافس ع الاطلاق
--------------------------------------
لمعرفــة قيمــة صــوت الفنــان (ايهــاب توفيــق) إسمعــوا أغنيــة  :

مقدرناش + عدى الليل + يا صاحبي + ملاك حارس + دمعتي ليه + قمر الليالي + العالم ماإنتهاش + كل اللي كان + ع الجراح قادر
--------------------------------------------------------------------------------------
وقولــوا ... بــاي بــاي الى جميع الفنانين وهاويين الغناء في الوطن العربي
-------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------- 
على العموم : كل فنان (فنانة) هاوي (هاوية) لــ الغنـاء / يعتقـد بل يجزم أن صوته الاجمل وأنه الافضل ... (خليهم بأحلامهم) 
---------------------------------------------------------------------------------------------------------------------------------------------",0
جبح جكمه,1
"هًهًهًهً رآغٌب مٌآعندهً ثَقهً بنفُسهً
روحًيِ خلّ يِعلّمٌجُ آلّثَقهً يِلّيِ مٌتٍنعرفُيِن لّبنآنيِهً لّو خلّيِجُيِهً",0
راغب أكبر من كل التفاهات,0
"شخصية أحـــــــــلام غيورة ومغرورة مصحوبة بأنانية ,,  وحاقدة مع من يختلف معها ومتناقدة ولا تراعى أدب الحديث وتقاطع زملائها فى الحديث.",1
فنانة العرب الاولى وبامتياز....بحب شخصيتك القوية,0
انا بصراحه معجب باحلام ...الحقيقه تقال انها عصبية شويه و كلامها ليس متناسق و لكن تبقى شخصيتها مليحه ...و بنظري هي مظلومه,0
استغفر الله بس,0
ضيعت نص وقتي,0
راغب دوله وعلم كلهم ايغارون منه اولهم احلام 😂سواهه وبجاهه لل الخبيثه هاي امسميه روحه الملكه انتي ونعالي ملكت الغيره ترهم اكثر 😂😃😥😎,1
عفوا...بالتوبه الصادقه,0
أسأل الله العظيم أن يغفر ذنبي وذنبك ي،،وأن يهدينا وإياك ياأختي في الله ..وتتوبي عن عالم الفن لانه حرام من كل المقاييس ..ويرزقني الله وإياك بالتوبه الصاقه ،،،أختك من المدينه,0
"ياناس إتقوا الله في أنفسكم ،كل ماأدخل مقطع لأحلام الآقي  قلة أدب في ردودكم عالمقطع ،مو حاسبين حساب إن فيه يوم حتتحاسبوا على كل كلمه قلتوها ،((ومايلفظ من قول إلا لديه رقيب عتيد))
((قل خيرا أو إصمت )) ...((المسلم من سلم المسلمون من لسانه ويده ))",0
شفت تعليق راغب عن موضوع احلام  وكان رده جدا مودب ونكر اي خلاف فيما بينهم  وذكرها بخير  لكن هذه المعزه  حكت كثير كلام مو حلو بحق  الرجل  طاح حظ الفلوس الي تصعد الصخول  والله,1
بالعراقي انكول ( العوبة عوبة شما تحط عاللوجه),1
وجهها كانها طلعت من الزق,1
الملكله  احلام   يا  ست  الكل  الله  يحميكي   انتي  كايدهم   صوت وجمال  وشخصيه  وصراحتك  حلوه   منوره  والله  منوره,0
"تقول راغب ماعنده شخصيه وشخصيته مهزوزه 
اجل اللي ماينعرف له لهجه هذا قوي شخصيه 
روحي يامهزوزة الشخصيه يامصخرة الخلايق جعلك بحديب",1
فضحتي عرض اللهجة,0
هد الجوري هههههههههه,0
في موضوع راغب علامة معها حق... راغب علامة مال سخرية على الاخرين وبس وصوته فاشل,0
راغب علامة أكبر منك بكتير يا أحلام . للأسف ما حدّش عرّفك حدودك للأسف,0
اللهم عافينا سفله وبرنامج سافل وليتهم يجمدون ارصدتها الي من جيوب الاغبياء الي بسمعونها....نسأل الله حسن الخاتمة,0
قسم معاها حاله نفسيه مستعصيه,1
وصخ الكلام اللبناني يطلع من فمها,0
يا ناس هاذي متا تموت وتفكنا,0
"انا بشوف ان الاحلام ما لازم تتكلم عن راغب بهاذه الطريقه لان لما راغب خىج بمقابله على نفس الموضوع ما تكلم على احلام بإساء و لاكن هي تكلمت و سائت لراغب 
هي تتكلم بلبناني لان اول شي المزيع بناني و اذا تكلمت بالخليج فصعب يفهم كلامها و لتوضيح اكثر اعتقد هذا",0
قاعده تتفلسف احلام سايمون اهو الاول في امريكان آيدول,0
راغب شخص راقيي ..والان برنامجوو احسن من ارب ايدول,0
"قال النبي صلى الله وعليه وسلم : لايدخل الجنة من في قلبه مثقال ذره من كبر ،
فالانسان خلق من تراب وسيرجع ل التراب ، مو نافعك كل هالكلام والغرور يا احلام ،",0
ياتتكلم خليجي يالبناني اما الخربطه ماتنفع,0
ربنا يهدي,0
انتي مغروره وصراحه كلامك خرا شبهه وشك ههههههههههههههههههههههههه ال ملكه ال تعالى اقعدي علي دا l,1
ههههههههههه احﻻم تحكي كلمه مصري وعشره بدوي وفوك هذا تتفلسف,0
العفن والمعفونين مجنين ومنافقين!!,1
لاتعرف تتكلم ولا تقيم كيف صارت فنانه,0
راغب فنان رغب كل عيوبه بس مش مغرور  زي احلام انتي كل همك في البرنامج انك تسيطري عليه مفيش اي حكم بيجي يتكلم غير لما تقاطعية وتتكلمي انتي مش محترمة زميلك ابدا عي الهوا مقاطعت للحكام دي اصلالا اكبر مضايقة عملتيها ليهم الي مضيقتش حد قال,0
شكراً احلام .. علمتيني درساً مهماً .. علمتيني أن والثروة والمال لا تزيد الوضيع إلا إحتقاراً ...,1
احلى فقرة انه راغب علامة مش واثق بحالو ... يا لطيف,0
أحلام لاتتمتع بمواصفات الفنانين ابدأ شكل لايساعد على الانوثة ولهجت الكلام رديىه تحياتي للفنان الكبير راغب علامه,0
احلام انتي مغروره والغرور مابينفع راغب علامه مغني سوبر استار ومحترم وما بيستحق الكلام اللي عم تقوليه,1
مقهوريييييييين من الملكه !! هههههههههههههههههههخههههههههههههه و على ايش بس ؟؟؟؟ على زينك والا رقيك بالكلام والا أناقتك والا قلبك الأبيض ؟؟ اقول إيه ولا إيه و انتي فيك كل العبر !!,0
العرب هم نسخ دائما، وأتي مع أفكارك أمريكان أيدول هو من أمريكا,0
